Freq [GHz],dB20(S11diff) [],ang_deg(S11diff) [deg],dB20(S21diff) [],ang_deg(S21diff) [deg],dB20(S21diff) norm2
29.4,-22.3433824241504,-134.347068115779,-30.1557303010673,-28.449975568007,-2.4196857978861
29.5,-22.1447911303391,-134.096963064757,-30.1463172478584,-29.5842478144448,-2.4102727446772
29.6,-21.8806736964456,-134.308665881127,-30.1031487674691,-30.0068235517075,-2.3671042642879
29.7,-21.5931524932674,-134.887298239333,-30.0965365900305,-29.1276101737374,-2.3604920868493
29.8,-21.4188325678983,-135.773477053978,-30.1457655888979,-28.8604904659397,-2.4097210857167
29.9,-21.2675480031056,-136.291598319394,-30.2047622533282,-29.367055499359,-2.468717750147
30,-21.0901900863961,-136.582558330623,-30.0607153108994,-29.0499319491701,-2.3246708077182
30.1,-20.8303782902869,-137.177941968545,-30.1873564694204,-28.1902779423581,-2.4513119662392
30.2,-20.6545903687437,-138.052636826282,-30.2647774937442,-29.092497888595,-2.528732990563
30.3,-20.5770564997787,-138.915806349851,-30.1957948535961,-29.2090780699082,-2.4597503504149
30.4,-20.4175161400901,-139.325299515223,-30.2243337453834,-29.3992764361527,-2.4882892422022
30.5,-20.2535878045149,-139.817132598444,-30.161218153673,-29.1837009486002,-2.4251736504918
30.6,-20.0454110323411,-140.852604711278,-30.2126988897875,-29.341081425857,-2.4766543866063
30.7,-19.9307463070227,-141.767808002253,-30.1897685131791,-29.3617562776779,-2.4537240099979
30.8,-19.8582190540668,-142.751256189887,-30.3027333028704,-28.9092509742651,-2.5666887996892
30.9,-19.7424892967939,-143.499616923156,-30.2969100454505,-29.1872104960827,-2.5608655422693
31,-19.5824795599006,-144.342537994381,-30.32031845877,-29.4121948641496,-2.5842739555888
31.1,-19.5062978062913,-145.632616491046,-30.3357137147805,-29.6520133206233,-2.5996692115993
31.2,-19.4603729817007,-146.587103281253,-30.2983748197842,-29.1175040785092,-2.562330316603
31.3,-19.3676398426,-147.267755812817,-30.3163946888584,-29.1188485896995,-2.5803501856772
31.4,-19.3265271549259,-148.08960206902,-30.1985544119775,-29.3778101924733,-2.4625099087963
31.5,-19.2539579773528,-149.390487696531,-30.218831582747,-29.2878493383254,-2.4827870795658
31.6,-19.2112382088524,-150.496664197265,-30.2409828508159,-29.2575652538043,-2.5049383476347
31.7,-19.2174788610238,-151.121335904244,-30.2393985373193,-29.7024288952873,-2.5033540341381
31.8,-19.1932867808213,-152.181545328868,-30.1660247500299,-29.7697055550735,-2.4299802468487
31.9,-19.1297260839649,-153.147294883354,-30.2095220616081,-29.8555347443317,-2.4734775584269
32,-19.1893995032784,-154.332688359483,-30.1840322702277,-29.9311382245877,-2.4479877670465
32.1,-19.2084275448596,-155.370552994662,-30.2408924930837,-30.2676767210652,-2.5048479899025
32.2,-19.1951207889967,-156.063177274216,-30.2553604881413,-30.3687228844924,-2.5193159849601
32.3,-19.2087578281928,-157.581504014327,-30.2687340740557,-30.7384020505861,-2.5326895708745
32.4,-19.2913474212317,-158.947694708784,-30.342228832611,-30.6976922954805,-2.6061843294298
32.5,-19.4005925609889,-159.396317903903,-30.3213084360478,-30.6698177021436,-2.5852639328666
32.6,-19.4581749400507,-160.589281929366,-30.3099201599281,-30.5578183095233,-2.5738756567469
32.7,-19.4559172837673,-161.75717058187,-30.3779047488032,-31.620100753881,-2.641860245622
32.8,-19.618135645472,-162.727855960794,-30.3707924394961,-31.0148847791391,-2.6347479363149
32.9,-19.7461539664116,-163.987798324267,-30.4951710263578,-30.8396588041215,-2.7591265231766
33,-19.8371228124372,-164.421354225685,-30.3918863147229,-31.7501506906576,-2.6558418115417
33.1,-19.9459272028978,-165.484698835525,-30.4967210043611,-31.3679664840343,-2.7606765011799
33.2,-20.0478646899456,-166.928615885186,-30.6137306894484,-31.6011031889322,-2.8776861862672
33.3,-20.2011992484694,-168.026233883101,-30.5016890615091,-31.2564055653734,-2.7656445583279
33.4,-20.428960597493,-168.48871768879,-30.5241191916733,-31.3751033494163,-2.7880746884921
33.5,-20.5372002782027,-169.234682381171,-30.5913847436475,-31.3371936372702,-2.8553402404663
33.6,-20.6211564078412,-170.176546578159,-30.5118473490536,-30.8519695252975,-2.7758028458724
33.7,-20.8778388097843,-171.226653148695,-30.6222683471756,-31.9459836049467,-2.8862238439944
33.8,-21.1421282836176,-171.997083602861,-30.5020656898217,-33.3019746767518,-2.7660211866405
33.9,-21.2614204352422,-172.227790220937,-30.6435250276622,-32.2040032115958,-2.907480524481
34,-21.4494063976221,-173.097865529035,-30.6686519633648,-32.923248766076,-2.9326074601836
34.1,-21.6414771999336,-174.355818420931,-30.6654634341435,-33.156133869182,-2.9294189309623
34.2,-21.8872079302718,-174.829808677996,-30.6541341667983,-33.7625800264094,-2.9180896636171
34.3,-22.2061011873968,-174.976851772162,-30.7355025047926,-32.8951224504565,-2.9994580016114
34.4,-22.4086609427016,-175.723006672112,-30.9319110931561,-33.4943412669683,-3.1958665899749
34.5,-22.6665449470629,-176.335458158624,-30.8221764124616,-33.5775566301755,-3.0861319092804
34.6,-22.988109154465,-176.683036012528,-30.7949574779235,-33.1526750247926,-3.0589129747423
34.7,-23.280474704315,-176.972648364487,-30.9484588383092,-33.4099296185089,-3.212414335128
34.8,-23.5874767723296,-177.2342950313,-30.9629913424639,-34.1939443321969,-3.2269468392827
34.9,-23.9333787428716,-177.823332619859,-30.9238025553956,-33.7802391427722,-3.1877580522144
35,-24.3960327187074,-177.935247423428,-30.972015852946,-34.2620107477888,-3.2359713497648
35.1,-24.5854359893171,-177.723849165047,-30.9753882438934,-34.2582216553507,-3.2393437407122
35.2,-24.9882977472267,-177.616192957492,-31.2196540471583,-34.5526426048514,-3.4836095439771
35.3,-25.5704490559359,-178.190819760317,-31.1552812878862,-34.336208975742,-3.419236784705
35.4,-26.0220171422642,-177.734723755625,-31.2347560068883,-33.5960149555558,-3.4987115037071
35.5,-26.3927386159288,-176.242614288361,-31.255181338294,-33.9909148463402,-3.5191368351128
35.6,-26.8569094804482,-175.647687540721,-31.2807176260235,-33.3912278768445,-3.5446731228423
35.7,-27.4762183524664,-176.19068745175,-31.2900052151377,-33.3796556773053,-3.5539607119565
35.8,-28.1499322331251,-175.105878151781,-31.359619713836,-33.8379628292118,-3.6235752106548
35.9,-28.8082408510686,-172.076199005826,-31.4308800630612,-33.8789493718239,-3.69483555988
36,-29.2212747801464,-169.501289822049,-31.3691282286088,-33.8778530818595,-3.6330837254276
36.1,-29.7556954088578,-169.006933327775,-31.3759989361371,-33.1903978697048,-3.6399544329559
36.2,-30.705324405889,-165.883842613261,-31.4239984119973,-33.240134882523,-3.6879539088161
36.3,-31.7377594921776,-161.752253120359,-31.3426953484921,-33.8656408016425,-3.6066508453109
36.4,-31.5739439216054,-155.730232606436,-31.3217935915342,-33.6869228297262,-3.585749088353
36.5,-32.1579099503536,-151.166475628899,-31.342808629938,-33.8667815546365,-3.6067641267568
36.6,-33.0326641188346,-149.754466304637,-31.3304024078877,-33.5395090413536,-3.5943579047065
36.7,-33.336109945958,-140.912934513206,-31.3721600536139,-33.8696649423232,-3.6361155504327
36.8,-33.3274483594398,-129.721992618454,-31.3520222189596,-34.6060944768004,-3.6159777157784
36.9,-33.199974770564,-127.521947767594,-31.39781453796,-34.1456435718344,-3.6617700347788
37,-32.8798700177824,-120.532919053599,-31.4974220548779,-34.2778405683994,-3.7613775516967
37.1,-33.0391982313198,-114.207179595327,-31.4435555601811,-34.5876241080527,-3.7075110569999
37.2,-32.5401393205594,-108.769040162114,-31.4370939228727,-34.4050017522587,-3.7010494196915
37.3,-31.5830693742779,-102.858566806321,-31.5484536283588,-34.7850540617429,-3.8124091251776
37.4,-31.0313946366388,-99.386986185273,-31.4175694221306,-34.4520644245954,-3.6815249189494
37.5,-30.6765395470124,-98.1143238619086,-31.4606213882916,-34.4493171981563,-3.7245768851104
37.6,-30.137650266619,-93.0393100033922,-31.4746401660977,-34.6440966085536,-3.7385956629165
37.7,-29.4945062661991,-90.5263571269975,-31.557935850654,-34.7241254115498,-3.8218913474728
37.8,-28.6405297027748,-88.8539210815857,-31.5226887949658,-35.5868975980335,-3.7866442917846
37.9,-28.1093924442674,-88.047688396613,-31.5554022707377,-35.5415304048841,-3.8193577675565
38,-27.8145211556661,-86.8152857097948,-31.6542736928798,-35.4175926745029,-3.9182291896986
38.1,-27.2958153333013,-85.3541683904279,-31.6158822917279,-35.905730040319,-3.8798377885467
38.2,-26.7407668275511,-83.880556634897,-31.5658538587738,-35.9301263410985,-3.8298093555926
38.3,-26.2145078001649,-84.0107501187462,-31.7946906964523,-36.763755586847,-4.0586461932711
38.4,-25.904750683779,-84.2208093926646,-31.7888203791849,-36.4403940463705,-4.0527758760037
38.5,-25.5082050939542,-83.4622859796211,-31.9021723711115,-35.9060740946276,-4.1661278679303
38.6,-25.1337809724112,-82.7720482130315,-31.8461412413642,-37.2100705564953,-4.110096738183
38.7,-24.7424389085776,-82.5518239521632,-31.8749588450841,-36.3354021412995,-4.1389143419029
38.8,-24.2342948247926,-82.427122869632,-31.9666733608036,-37.1948724069257,-4.2306288576224
38.9,-24.0145654745474,-83.0674422664553,-31.8758860496747,-36.9576560970196,-4.1398415464935
39,-23.8286956894353,-83.9567165317413,-32.1291199961471,-37.320498256571,-4.3930754929659
39.1,-23.5144815795141,-82.8724613782769,-32.1569122052738,-37.3435362226262,-4.4208677020926
39.2,-23.1995318646719,-82.7743341448075,-32.1781684896943,-37.4595838005858,-4.4421239865131
39.3,-22.8151891492484,-84.5883340851018,-32.1634343709288,-36.8250100706368,-4.4273898677476
39.4,-22.7116260365238,-85.286347660364,-32.3968124209608,-36.9513168201296,-4.6607679177796
39.5,-22.6472017747249,-85.1139920319541,-32.272771514659,-36.7501507568748,-4.5367270114778
39.6,-22.3709381878192,-84.9973603437338,-32.2863848739292,-36.564578332568,-4.550340370748
39.7,-22.0766159398357,-85.169564966221,-32.2774204247691,-37.0099990330703,-4.5413759215879
39.8,-21.9543701474418,-86.3872910814453,-32.4383402339821,-36.7829854798537,-4.7022957308009
39.9,-21.8560208144203,-87.7350805753677,-32.3024834212583,-37.6199648582963,-4.5664389180771
40,-21.8314062891186,-87.2477432561237,-32.4855744117917,-36.9404829635282,-4.7495299086105
40.1,-21.6967938922643,-87.2016483969679,-32.5885423718058,-37.0188971032035,-4.8524978686246
40.2,-21.3204101382889,-88.3638418081242,-32.5908684607477,-36.1253470062338,-4.8548239575665
40.3,-21.2451803548719,-90.0119862323413,-32.5849286093278,-35.4858143554637,-4.8488841061466
40.4,-21.3418862051995,-90.9655109071604,-32.6344979898011,-35.739709893601,-4.8984534866199
40.5,-21.2765113905617,-90.5232225636157,-32.6600411383295,-36.1043240511377,-4.9239966351483
40.6,-21.0008920308081,-90.4521901236232,-32.7293675667801,-36.6064386886445,-4.9933230635989
40.7,-20.8230156394974,-91.8751639245065,-32.5972755345904,-36.1940969033713,-4.8612310314092
40.8,-20.7740696443273,-93.6423704701465,-32.8153325602426,-35.5993278968934,-5.0792880570614
40.9,-20.915703404072,-93.936372981574,-32.6812138374805,-36.0887592419129,-4.9451693342993
41,-20.8356855850139,-93.3407115667921,-32.6278626621464,-34.604070056562,-4.8918181589652
41.1,-20.4804268663997,-93.7092467647457,-32.5934603191655,-35.2764169168128,-4.8574158159843
41.2,-20.3122898262527,-95.6204080852505,-32.7526832732482,-34.4311180311543,-5.016638770067
41.3,-20.4901830075186,-97.0342678958269,-32.7441631948148,-35.6265489281587,-5.0081186916336
41.4,-20.4901629298839,-96.2173170180361,-32.5636992010141,-35.3391925026201,-4.8276546978329
41.5,-20.2584899823576,-95.1383989934868,-32.7807201337625,-35.5327037940562,-5.0446756305813
41.6,-20.0629157572941,-97.0576994549634,-32.7615202972786,-35.0377342122075,-5.0254757940974
41.7,-20.0649945726125,-98.5034130918562,-32.7146430438093,-34.4406916311553,-4.9785985406281
41.8,-20.2517171469814,-98.5436647677954,-32.6032807805145,-34.1233811281296,-4.8672362773333
41.9,-20.1090438647179,-97.9242482143446,-32.7532250063516,-35.0067271746798,-5.0171805031704
42,-19.914414841956,-97.7095987140558,-32.7173338805008,-35.1850304029235,-4.9812893773196
42.1,-19.8898566283244,-99.3518052591539,-32.6717606238944,-35.7487078426677,-4.9357161207132
42.2,-19.9486114608895,-100.080701077073,-32.6039711794904,-35.6832259517766,-4.8679266763092
42.3,-19.9967032790521,-99.207110904429,-32.79633058355,-35.2965247299537,-5.0602860803688
42.4,-19.8747526893021,-99.1440241755255,-32.714200914503,-36.4974070299784,-4.9781564113218
42.5,-19.8191995494209,-99.9336368629959,-32.7409704005657,-36.1233074947756,-5.0049258973845
42.6,-19.8730327813352,-100.270728743815,-32.8602503564932,-36.182210951776,-5.124205853312
42.7,-19.9432738200876,-99.947250413857,-33.0242844367399,-36.5040763849727,-5.2882399335587
42.8,-19.895024331459,-100.429589562908,-32.9783980449203,-36.1550660056791,-5.2423535417391
42.9,-19.9219777064933,-100.646218303642,-32.9893788488257,-35.222081069819,-5.2533343456445
43,-20.0526134445766,-100.6557026132,-32.9666122568858,-34.7908517380887,-5.2305677537046
43.1,-19.9225073287499,-100.026230385786,-33.0482378277876,-34.5986633379822,-5.3121933246064
43.2,-19.9062102891687,-100.669416690033,-32.9254227015647,-36.0030907694453,-5.1893781983835
43.3,-20.1213997924336,-101.601493488305,-32.8916644357203,-33.9950608798717,-5.1556199325391
43.4,-20.3002475554402,-101.387796353756,-33.0040304088168,-35.2485504032011,-5.2679859056356
43.5,-20.2190378614592,-100.129589424471,-32.9455456093205,-35.7093353208279,-5.2095011061393
43.6,-20.045417524457,-101.003966261455,-32.9870415968918,-36.097569999552,-5.2509970937106
43.7,-20.1947487518139,-102.840089272682,-32.9303332014871,-35.0145624515589,-5.1942886983059
43.8,-20.6623410029076,-102.732347583487,-32.9842964537615,-35.1026344150001,-5.2482519505803
43.9,-20.7433661069081,-100.343321130736,-32.8254910516375,-36.5703388686701,-5.0894465484563
44,-20.3562428465327,-100.067688922157,-32.847459129301,-36.3911766250716,-5.1114146261198
44.1,-20.3853261823524,-103.406478692988,-33.0011896703442,-36.1724004668333,-5.265145167163
44.2,-20.8859765270081,-104.360547221143,-33.2626908033672,-37.0096552011832,-5.526646300186
44.3,-21.1798797483392,-100.760001364699,-33.1847782301371,-37.0972530006227,-5.4487337269559
44.4,-20.7341036101084,-99.7153505218393,-33.1034370203453,-35.5361304030144,-5.3673925171641
44.5,-20.4941608668132,-102.184566992536,-33.0757641675314,-35.7501294964163,-5.3397196643502
44.6,-20.9560646761009,-103.881022562553,-32.9956091929126,-36.0343223468019,-5.2595646897314
44.7,-21.3631765041593,-101.616538415973,-32.977569184056,-36.8753147469025,-5.2415246808748
44.8,-21.1109337332663,-98.2381949433017,-33.1051349875995,-36.482630621842,-5.3690904844183
44.9,-20.7469637644186,-100.003779055503,-33.2996934106942,-36.1471239336803,-5.563648907513
45,-20.8822341487266,-102.858340808629,-33.274530574011,-37.5527580302534,-5.5384860708298
45.1,-21.4189153470307,-101.160587323274,-33.2463848793946,-37.1501176277001,-5.5103403762134
45.2,-21.2688620594564,-97.9793961796052,-33.3597300913794,-35.9635735669063,-5.6236855881982
45.3,-20.8405827247263,-97.9082289319873,-33.201683168061,-38.0426684688531,-5.4656386648798
45.4,-20.9320635934924,-100.463462138411,-33.2708266745186,-38.2570216286898,-5.5347821713374
45.5,-21.2339038433847,-99.7225931113709,-33.209978739858,-38.0243336190349,-5.4739342366768
45.6,-21.3118775739203,-96.6499805815281,-33.6647886176943,-36.410834653558,-5.9287441145131
45.7,-20.9666033695903,-96.3748374227318,-33.6301094755057,-37.3623491373415,-5.8940649723245
45.8,-21.0035353303103,-97.5600868878588,-33.2469458849462,-35.9318190981009,-5.510901381765
45.9,-21.2826891345927,-96.6544660939104,-33.388224436646,-35.8474211085187,-5.6521799334648
46,-21.2327351609234,-94.5084802785573,-33.4396751538806,-35.6853008253019,-5.7036306506994
46.1,-20.9970125133619,-94.0274403158107,-33.5397237428324,-36.8315140020257,-5.8036792396512
46.2,-21.0812518793052,-95.1045465679992,-33.3431037488417,-36.7012384660571,-5.6070592456605
46.3,-21.3180387846265,-93.2630955130975,-33.5247119012079,-36.1223876475464,-5.7886673980267
46.4,-21.1924501240399,-90.4923121813927,-33.6183790241261,-37.6630878899989,-5.8823345209449
46.5,-20.8633268072324,-90.9913203328357,-33.602918086048,-37.0967106954247,-5.8668735828668
46.6,-21.0811086543257,-92.2856369892357,-33.5440470962247,-36.2529191431609,-5.8080025930435
46.7,-21.4403491392468,-90.1633152744538,-33.8113895608865,-36.0213277777817,-6.0753450577053
46.8,-21.2310175960784,-86.3945103433844,-33.7051379629206,-38.1795370077355,-5.9690934597394
46.9,-20.7976029097553,-86.7377596242458,-33.678719860631,-37.2984364474496,-5.9426753574498
47,-20.9705943510339,-89.4809374525634,-33.5889045610142,-36.7407644346598,-5.852860057833
47.1,-21.4344424136082,-87.6745488829906,-33.8600933960345,-36.310538987125,-6.1240488928533
47.2,-21.3886841416597,-83.1957798676241,-33.8226640627368,-37.3378155096701,-6.0866195595556
47.3,-20.7107233218499,-82.9439685657501,-33.7269593006255,-35.8849738867341,-5.9909147974443
47.4,-20.659367489194,-86.0321046821507,-33.8990895316708,-35.2449724982314,-6.1630450284896
47.5,-21.25239212004,-86.0086230867965,-33.9147440084717,-35.7002898401856,-6.1786995052905
47.6,-21.2713687408327,-80.9494341289319,-33.655565653803,-36.0140818162406,-5.9195211506218
47.7,-20.674361871311,-79.2777187521274,-33.7199477702356,-34.1771180739221,-5.9839032670544
47.8,-20.4109197257395,-82.5230014484718,-33.656503889771,-35.1173872329709,-5.9204593865898
47.9,-20.7777543913445,-83.8924210718566,-33.6499444237955,-35.4553127566458,-5.9138999206143
48,-21.0742907511267,-80.6656121563909,-33.6776570936002,-37.1493977019444,-5.941612590419
48.1,-20.6310978218596,-77.7855371897388,-33.5368958019565,-35.132577295335,-5.8008512987753
48.2,-20.0671642300961,-79.7413607725553,-33.7935774274569,-36.6230875082033,-6.0575329242757
48.3,-20.2803456959047,-82.4664275553423,-33.5270304051217,-37.6378620378583,-5.7909859019405
48.4,-20.6701503125264,-80.4300958279211,-33.6830824101699,-36.6842199052621,-5.9470379069887
48.5,-20.2876686177922,-77.261817758891,-33.6259118152899,-37.6424048926676,-5.8898673121087
48.6,-19.7426885846616,-78.2934825281583,-33.6737170155135,-37.9228179445459,-5.9376725123323
48.7,-19.8286798825009,-80.4822544370919,-33.6291873259451,-39.5112051664551,-5.8931428227639
48.8,-20.0869665718257,-79.1163552927789,-33.7320616255401,-37.9673879453978,-5.9960171223589
48.9,-19.9208165438177,-76.8744939425109,-33.82838898752,-38.1922370573281,-6.0923444843388
49,-19.5132131385781,-77.8873329454435,-33.9055134685464,-39.1330842458632,-6.1694689653652
49.1,-19.4340663832185,-79.0817470386755,-33.833370107457,-39.755356194307,-6.0973256042758
49.2,-19.5182146580772,-78.2508559902039,-33.9847550254964,-38.0711659366688,-6.2487105223152
49.3,-19.3267779120572,-76.5614131025745,-34.0477174028144,-39.4846532605285,-6.3116728996332
49.4,-18.9844179169682,-76.381959303323,-34.0068121878837,-40.0770429200557,-6.2707676847025
49.5,-18.9717585246277,-78.071476131953,-34.1027123583539,-39.9592602626866,-6.3666678551727
49.6,-19.0783627815337,-77.1515819108976,-34.1455941090839,-39.0945290897692,-6.4095496059027
49.7,-18.896946782254,-74.8676961025929,-34.2012800011558,-39.9113958954401,-6.4652354979746
49.8,-18.480056198427,-76.1264220804633,-34.2957858923874,-40.7269071707227,-6.5597413892062
49.9,-18.5193478655504,-77.6486858970039,-34.2833046118252,-39.8853769314115,-6.547260108644
50,-18.7809156816897,-76.4107633067401,-34.3816722355592,-38.5386316414622,-6.645627732378
50.1,-18.5325694926132,-74.5349294928366,-34.4661777923144,-39.3709023542826,-6.7301332891332
50.2,-18.0759191511918,-74.9335986468993,-34.4812545887547,-38.6813430599225,-6.7452100855735
50.3,-18.0800730213885,-77.2041088384669,-34.6150772098164,-38.6671906386685,-6.8790327066352
50.4,-18.3373653727148,-77.1786065023486,-34.4838020630712,-38.808432941411,-6.74775755989
50.5,-18.2380215851301,-73.8414195115691,-34.7513114676398,-39.3205055923247,-7.0152669644586
50.6,-17.773819884476,-73.6995741164775,-34.5957031047149,-40.4174480943805,-6.8596586015337
50.7,-17.623793957748,-76.2502148220644,-34.6769582829026,-38.5855431049139,-6.9409137797214
50.8,-18.0315442685457,-77.1943651675203,-34.7832191194213,-39.9086802371125,-7.0471746162401
50.9,-18.094642146113,-74.4997066508325,-34.7608785761437,-39.9409211711099,-7.0248340729625
51,-17.684224060394,-73.3613774389719,-34.9646588933937,-39.6710847457422,-7.2286143902125
51.1,-17.3639457766109,-75.9203009760942,-35.0586532096872,-39.0055347796023,-7.322608706506
51.2,-17.6483424790789,-77.4272787950274,-35.0190914248822,-39.6665886179989,-7.283046921701
51.3,-17.9168085524654,-75.6139955825864,-35.118174045357,-37.9796302281331,-7.3821295421758
51.4,-17.5600580910352,-73.8165444586919,-35.0347195291808,-37.7411897678495,-7.2986750259996
51.5,-17.2000199192174,-75.292515434337,-35.0679181806224,-36.6965106421187,-7.3318736774412
51.6,-17.3307879851822,-77.6931210355986,-35.0577354638936,-37.55467295624,-7.3216909607124
51.7,-17.5471467757961,-76.9279915923853,-35.0717729901895,-36.2101175679669,-7.3357284870083
51.8,-17.4142405184187,-75.0100772458253,-35.0726959685679,-37.2095681542744,-7.3366514653867
51.9,-17.006062376101,-75.8354997520248,-34.9641790103447,-37.0447544507383,-7.2281345071635
52,-16.9735149336058,-77.9910363298627,-35.0732635958547,-36.0223948470497,-7.3372190926735
52.1,-17.2290738264601,-78.5334910274098,-35.0257890537757,-35.7898089245633,-7.2897445505945
52.2,-17.0892822767569,-76.7291727932981,-34.9552544870404,-36.2544559950687,-7.2192099838592
52.3,-16.7913344849578,-76.9190157027706,-35.0540428541121,-35.5206525370436,-7.3179983509309
52.4,-16.7076300799058,-79.1249961639981,-34.8809850605171,-35.8211819394709,-7.1449405573359
52.5,-16.8945356699327,-79.4325215252526,-34.7183942630728,-35.1028276082464,-6.9823497598916
52.6,-16.8119921856618,-77.7920778203285,-34.8345288530508,-36.6287343885623,-7.0984843498696
52.7,-16.5740593121695,-78.2923155443574,-34.6201945621805,-36.3249706256649,-6.8841500589993
52.8,-16.507218236404,-80.2157674050522,-34.9174140352489,-34.8915341338403,-7.1813695320677
52.9,-16.6831073434539,-80.2281592885997,-34.6480500317334,-37.5394139628331,-6.9120055285522
53,-16.7296526122618,-79.4360654151593,-34.7445375896213,-37.7525292497516,-7.0084930864401
53.1,-16.3897505796989,-79.1951298259122,-34.8740568359395,-37.004049304058,-7.1380123327583
53.2,-16.2703160833337,-80.8294180801056,-34.7554341102625,-35.6939237117332,-7.0193896070813
53.3,-16.5907618024155,-81.6125470345631,-34.7399359062033,-37.0984121493086,-7.0038914030221
53.4,-16.5550524773848,-79.7455211771951,-34.5575779911828,-35.90109029392,-6.8215334880016
53.5,-16.2080407995177,-79.118044890776,-34.731921234889,-35.7148127854983,-6.9958767317078
53.6,-16.1352817140894,-81.7033437659796,-34.4856177077044,-35.8679723334784,-6.7495732045232
53.7,-16.3883150844933,-82.2589246141866,-34.4428386802967,-38.1753277296702,-6.7067941771155
53.8,-16.5053426998037,-80.096326916921,-34.5467510401125,-37.7905433835778,-6.8107065369313
53.9,-16.1539586689344,-79.934716350764,-34.6697656892909,-38.1697943343067,-6.9337211861097
54,-16.0073138720935,-81.455829956261,-34.5475282564692,-38.4303182851283,-6.811483753288
54.1,-16.1944354293792,-82.6996436857791,-34.6069293241448,-39.564430032767,-6.8708848209636
54.2,-16.3885632528554,-81.5663246676507,-34.5818543773828,-39.0352950522633,-6.8458098742016
54.3,-16.1518829917554,-79.8275488330562,-34.8458326316137,-38.3783741599861,-7.1097881284325
54.4,-15.8872518967613,-81.3321000615326,-34.7259111366401,-39.4173106237077,-6.9898666334589
54.5,-16.0141400975942,-83.5772554475225,-34.6949924115868,-38.7668726013017,-6.9589479084056
54.6,-16.3721775534622,-82.3306795598535,-34.6589132197441,-38.70071840714,-6.9228687165629
54.7,-16.1513440242764,-80.6171545227613,-34.6705580807876,-39.5486835850145,-6.9345135776064
54.8,-15.8695716105018,-82.1460130563836,-34.6517878086711,-41.2678650787848,-6.9157433054899
54.9,-15.9605212522208,-83.8716220083176,-34.7672456023725,-40.4401133268688,-7.0312010991913
55,-16.2606116012949,-83.6366327821923,-34.7537185227998,-40.8373634342802,-7.0176740196186
55.1,-16.184453198744,-82.0930655552132,-34.9809018432406,-42.7031321690568,-7.2448573400594
55.2,-15.9065389999217,-82.2303944400988,-34.8083003207427,-44.3657970416275,-7.0722558175615
55.3,-15.889240427896,-84.4666962079907,-34.9684059677943,-43.1358276355779,-7.2323614646131
55.4,-16.222449669267,-85.0035503114651,-35.1407862259627,-45.0626496499053,-7.4047417227815
55.5,-16.2333116084241,-82.4085306027067,-35.2635646663782,-44.2510137163827,-7.527520163197
55.6,-15.8953460030449,-82.935669864917,-35.6132019307445,-45.2621788794084,-7.8771574275633
55.7,-15.8858195354921,-85.1858770975534,-35.5783795643284,-43.6603710099376,-7.8423350611472
55.8,-16.2349524007611,-85.0120158314625,-35.9347451363029,-42.8580930981494,-8.1987006331217
55.9,-16.1991733678134,-83.1730140485067,-35.9538866468711,-42.4900200921672,-8.2178421436899
56,-15.8723647918317,-83.667924647589,-35.9084403791756,-41.9064988080638,-8.1723958759944
56.1,-15.9245403557688,-85.0704689631907,-35.9891829308351,-40.3498422650611,-8.2531384276539
56.2,-16.0784742443011,-85.1352673821579,-35.9312694609875,-42.0332781008577,-8.1952249578063
56.3,-16.0508104361123,-83.7673938447368,-35.8711828439483,-40.2204774754325,-8.1351383407671
56.4,-15.8819155061709,-83.733190249721,-36.100851718159,-41.152244217145,-8.3648072149778
56.5,-15.8276111132532,-85.1876068358373,-35.8012045935702,-40.120926262955,-8.065160090389
56.6,-16.0050622655218,-85.5054804316536,-36.2151780286988,-39.3440646954543,-8.4791335255176
56.7,-16.033771372495,-84.081158188807,-35.7764961745467,-39.4874448305843,-8.0404516713655
56.8,-15.8236057633173,-83.7740917140136,-36.144257659052,-39.1517689178475,-8.4082131558708
56.9,-15.7771745495894,-85.6283803524872,-35.989257464722,-39.6362221674113,-8.2532129615408
57,-16.0450052201929,-85.3205622992098,-35.8722988774394,-39.7719284073784,-8.1362543742582
57.1,-15.9590556670014,-83.5289809028463,-35.9964169096553,-39.0206925419961,-8.2603724064741
57.2,-15.7450668909449,-83.9744120702198,-35.9429996122269,-39.5626853349904,-8.2069551090457
57.3,-15.7993592854239,-85.077255451621,-35.8126717517506,-38.8989623869704,-8.0766272485694
57.4,-16.0160082835906,-85.3406836923589,-35.9241437315074,-38.3856446800633,-8.1880992283262
57.5,-15.9972411275438,-83.480279923242,-35.8752312902837,-40.3678829425801,-8.1391867871025
57.6,-15.7001123032661,-83.1492071299449,-35.9104345854009,-37.526925021927,-8.1743900822197
57.7,-15.7182558863154,-85.5095207201311,-35.8694969913827,-39.7935853390314,-8.1334524882015
57.8,-16.0475666026734,-84.956954286176,-35.6054406381225,-39.3373465620562,-7.8693961349413
57.9,-15.9409186473478,-83.1556893581424,-36.1443310050124,-39.9875996189323,-8.4082865018312
58,-15.7107840350286,-83.6074084997597,-35.9993122055907,-39.0396702280654,-8.2632677024095
58.1,-15.6485355839896,-84.4082840233078,-36.0549483951259,-39.0287708787007,-8.3189038919447
58.2,-15.8610408343904,-85.2401901581975,-35.8755613124088,-38.5971308671595,-8.1395168092276
58.3,-16.0498824713929,-84.0270813891758,-35.9515416247408,-38.5388239075859,-8.2154971215596
